Site,Type,Date,Number,Class,Site.1,Item,Qty,Amount,Balance,station_id,tank_id,date,fuel_type,qty,amount,balance
,Invoice,2025-11-08,CR/INV/2526/08817,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,369.411,"92,039.83","5,800,034.84",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,369.411,92039.83,5800034.84
,Invoice,2025-11-08,CR/INV/2526/08818,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,52.041,"12,966.10","5,813,000.94",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,52.041,12966.1,5813000.94
,Invoice,2025-11-08,CR/INV/2526/08819,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,22.347,"5,567.80","5,818,568.74",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,22.347,5567.8,5818568.74
,Invoice,2025-11-08,CR/INV/2526/08820,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.95,"1,482.46","5,820,051.20",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,5.95,1482.46,5820051.2
,Invoice,2025-11-08,CR/INV/2526/08821,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.0,"1,744.07","5,821,795.26",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,7.0,1744.07,5821795.26
,Invoice,2025-11-08,CR/INV/2526/08822,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","5,823,788.48",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,8.0,1993.22,5823788.48
,Cash Sales,2025-11-08,CASH/INV/2425/02617,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,110.0,"27,406.83","5,851,195.32",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,110.0,27406.83,5851195.32
,Cash Sales,2025-11-08,CASH/INV/2425/02621,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,339.402,"84,563.09","5,935,758.40",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,339.402,84563.09,5935758.4
,Cash Sales,2025-11-08,CASH/INV/2425/02623,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1785.252,"444,800.78","6,380,559.18",STATION_01,Petrol Tank 01,2025-11-08,PETROL_92,1785.252,444800.78,6380559.18
,Invoice,2025-11-09,CR/INV/2526/08829,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,436.258,"108,694.92","6,489,254.10",STATION_01,Petrol Tank 01,2025-11-09,PETROL_92,436.258,108694.92,6489254.1
,Invoice,2025-11-09,CR/INV/2526/08830,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.102,"1,271.19","6,490,525.28",STATION_01,Petrol Tank 01,2025-11-09,PETROL_92,5.102,1271.19,6490525.28
,Invoice,2025-11-09,CR/INV/2526/08866,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,530.659,"132,215.25","6,622,740.54",STATION_01,Petrol Tank 01,2025-11-09,PETROL_92,530.659,132215.25,6622740.54
,Invoice,2025-11-09,CR/INV/2526/08867,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,39.0,"9,716.95","6,632,457.48",STATION_01,Petrol Tank 01,2025-11-09,PETROL_92,39.0,9716.95,6632457.48
,Invoice,2025-11-09,CR/INV/2526/08868,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.69,"1,915.98","6,634,373.47",STATION_01,Petrol Tank 01,2025-11-09,PETROL_92,7.69,1915.98,6634373.47
,Invoice,2025-11-09,CR/INV/2526/08869,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,25.714,"6,406.78","6,640,780.25",STATION_01,Petrol Tank 01,2025-11-09,PETROL_92,25.714,6406.78,6640780.25
,Cash Sales,2025-11-09,CASH/INV/2425/02629,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1675.64,"417,490.80","7,058,271.04",STATION_01,Petrol Tank 01,2025-11-09,PETROL_92,1675.64,417490.8,7058271.04
,Cash Sales,2025-11-09,CASH/INV/2425/02644,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,192.937,"48,070.82","7,106,341.87",STATION_01,Petrol Tank 01,2025-11-09,PETROL_92,192.937,48070.82,7106341.87
,Invoice,2025-11-10,CR/INV/2526/08849,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,250.156,"62,327.12","7,168,668.99",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,250.156,62327.12,7168668.99
,Invoice,2025-11-10,CR/INV/2526/08850,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.864,"2,457.63","7,171,126.61",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,9.864,2457.63,7171126.61
,Invoice,2025-11-10,CR/INV/2526/08851,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.0,"1,245.76","7,172,372.38",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,5.0,1245.76,7172372.38
,Invoice,2025-11-10,CR/INV/2526/08852,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,11.5,"2,865.25","7,175,237.63",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,11.5,2865.25,7175237.63
,Invoice,2025-11-10,CR/INV/2526/08853,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,30.0,"7,474.58","7,182,712.21",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,30.0,7474.58,7182712.21
,Invoice,2025-11-10,CR/INV/2526/08854,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,25.0,"6,228.81","7,188,941.02",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,25.0,6228.81,7188941.02
,Invoice,2025-11-10,CR/INV/2526/08855,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.007,"1,994.92","7,190,935.93",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,8.007,1994.92,7190935.93
,Invoice,2025-11-10,CR/INV/2526/08856,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.03,"2,000.70","7,192,936.63",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,8.03,2000.7,7192936.63
,Invoice,2025-11-10,CR/INV/2526/08909,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,415.346,"103,484.75","7,296,421.38",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,415.346,103484.75,7296421.38
,Invoice,2025-11-10,CR/INV/2526/08910,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,72.626,"18,094.92","7,314,516.29",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,72.626,18094.92,7314516.29
,Invoice,2025-11-10,CR/INV/2526/08911,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,34.5,"8,595.76","7,323,112.05",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,34.5,8595.76,7323112.05
,Invoice,2025-11-10,CR/INV/2526/08912,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.0,"2,242.37","7,325,354.43",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,9.0,2242.37,7325354.43
,Invoice,2025-11-10,CR/INV/2526/08913,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.0,"1,245.76","7,326,600.19",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,5.0,1245.76,7326600.19
,Invoice,2025-11-10,CR/INV/2526/08914,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.15,"1,781.36","7,328,381.55",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,7.15,1781.36,7328381.55
,Cash Sales,2025-11-10,CASH/INV/2425/02640,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,750.443,"186,975.23","7,515,356.77",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,750.443,186975.23,7515356.77
,Cash Sales,2025-11-10,CASH/INV/2425/02657,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1502.379,"374,322.12","7,889,678.89",STATION_01,Petrol Tank 01,2025-11-10,PETROL_92,1502.379,374322.12,7889678.89
,Invoice,2025-11-11,CR/INV/2526/08935,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,455.356,"113,453.39","8,003,132.28",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,455.356,113453.39,8003132.28
,Invoice,2025-11-11,CR/INV/2526/08936,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,76.53,"19,067.80","8,022,200.08",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,76.53,19067.8,8022200.08
,Invoice,2025-11-11,CR/INV/2526/08937,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,34.0,"8,471.19","8,030,671.27",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,34.0,8471.19,8030671.27
,Invoice,2025-11-11,CR/INV/2526/08938,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,494.92","8,032,166.18",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,6.0,1494.92,8032166.18
,Invoice,2025-11-11,CR/INV/2526/08939,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,494.92","8,033,661.10",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,6.0,1494.92,8033661.1
,Invoice,2025-11-11,CR/INV/2526/08940,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","8,035,654.32",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,8.0,1993.22,8035654.32
,Invoice,2025-11-11,CR/INV/2526/08957,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,625.475,"155,838.98","8,191,493.30",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,625.475,155838.98,8191493.3
,Invoice,2025-11-11,CR/INV/2526/08958,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.524,"2,372.88","8,193,866.18",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,9.524,2372.88,8193866.18
,Invoice,2025-11-11,CR/INV/2526/08959,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.83,"2,449.17","8,196,315.35",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,9.83,2449.17,8196315.35
,Invoice,2025-11-11,CR/INV/2526/08960,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,22.0,"5,481.36","8,201,796.71",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,22.0,5481.36,8201796.71
,Invoice,2025-11-11,CR/INV/2526/08961,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.0,"1,744.07","8,203,540.77",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,7.0,1744.07,8203540.77
,Invoice,2025-11-11,CR/INV/2526/08962,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,32.0,"7,972.88","8,211,513.65",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,32.0,7972.88,8211513.65
,Cash Sales,2025-11-11,CASH/INV/2425/02671,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,457.113,"113,891.15","8,325,404.81",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,457.113,113891.15,8325404.81
,Cash Sales,2025-11-11,CASH/INV/2425/02675,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1702.171,"424,101.09","8,749,505.89",STATION_01,Petrol Tank 01,2025-11-11,PETROL_92,1702.171,424101.09,8749505.89
,Invoice,2025-11-12,CR/INV/2526/08964,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,536.53,"133,677.97","8,883,183.86",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,536.53,133677.97,8883183.86
,Invoice,2025-11-12,CR/INV/2526/08965,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,20.408,"5,084.75","8,888,268.60",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,20.408,5084.75,8888268.6
,Invoice,2025-11-12,CR/INV/2526/08966,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.0,"1,744.07","8,890,012.67",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,7.0,1744.07,8890012.67
,Invoice,2025-11-12,CR/INV/2526/08967,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","8,892,005.89",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,8.0,1993.22,8892005.89
,Invoice,2025-11-12,CR/INV/2526/08968,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,494.92","8,893,500.81",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,6.0,1494.92,8893500.81
,Invoice,2025-11-12,CR/INV/2526/08969,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,2.0,498.31,"8,893,999.11",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,2.0,498.31,8893999.11
,Invoice,2025-11-12,CR/INV/2526/08980,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,293.877,"73,220.34","8,967,219.45",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,293.877,73220.34,8967219.45
,Invoice,2025-11-12,CR/INV/2526/08981,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.0,"2,491.53","8,969,710.98",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,10.0,2491.53,8969710.98
,Invoice,2025-11-12,CR/INV/2526/08982,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.0,"1,744.07","8,971,455.04",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,7.0,1744.07,8971455.04
,Cash Sales,2025-11-12,CASH/INV/2425/02679,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,668.062,"166,449.72","9,137,904.76",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,668.062,166449.72,9137904.76
,Cash Sales,2025-11-12,CASH/INV/2425/02682,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1474.123,"367,282.17","9,505,186.93",STATION_01,Petrol Tank 01,2025-11-12,PETROL_92,1474.123,367282.17,9505186.93
,Invoice,2025-11-13,CR/INV/2526/09001,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,785.475,"195,703.39","9,700,890.32",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,785.475,195703.39,9700890.32
,Invoice,2025-11-13,CR/INV/2526/09002,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,494.92","9,702,385.24",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,6.0,1494.92,9702385.24
,Invoice,2025-11-13,CR/INV/2526/09003,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","9,704,378.46",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,8.0,1993.22,9704378.46
,Invoice,2025-11-13,CR/INV/2526/09004,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,29.0,"7,225.42","9,711,603.88",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,29.0,7225.42,9711603.88
,Invoice,2025-11-13,CR/INV/2526/09005,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,43.28,"10,783.32","9,722,387.20",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,43.28,10783.32,9722387.2
,Invoice,2025-11-13,CR/INV/2526/09006,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","9,724,380.42",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,8.0,1993.22,9724380.42
,Invoice,2025-11-13,CR/INV/2526/09007,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","9,726,373.64",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,8.0,1993.22,9726373.64
,Invoice,2025-11-13,CR/INV/2526/09008,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,494.92","9,727,868.56",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,6.0,1494.92,9727868.56
,Invoice,2025-11-13,CR/INV/2526/09030,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,664.237,"165,496.61","9,893,365.17",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,664.237,165496.61,9893365.17
,Invoice,2025-11-13,CR/INV/2526/09031,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,45.51,"11,338.98","9,904,704.15",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,45.51,11338.98,9904704.15
,Invoice,2025-11-13,CR/INV/2526/09032,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.55,"2,628.56","9,907,332.71",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,10.55,2628.56,9907332.71
,Invoice,2025-11-13,CR/INV/2526/09033,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.0,"1,245.76","9,908,578.47",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,5.0,1245.76,9908578.47
,Invoice,2025-11-13,CR/INV/2526/09034,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","9,910,571.69",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,8.0,1993.22,9910571.69
,Invoice,2025-11-13,CR/INV/2526/09035,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,3.0,747.46,"9,911,319.15",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,3.0,747.46,9911319.15
,Invoice,2025-11-13,CR/INV/2526/09036,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,10.75,"2,678.39","9,913,997.54",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,10.75,2678.39,9913997.54
,Invoice,2025-11-13,CR/INV/2526/09037,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","9,915,990.76",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,8.0,1993.22,9915990.76
,Invoice,2025-11-13,CR/INV/2526/09038,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","9,917,983.98",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,8.0,1993.22,9917983.98
,Invoice,2025-11-13,CR/INV/2526/09039,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,494.92","9,919,478.90",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,6.0,1494.92,9919478.9
,Invoice,2025-11-13,CR/INV/2526/09040,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.0,"1,494.92","9,920,973.81",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,6.0,1494.92,9920973.81
,Invoice,2025-11-13,CR/INV/2526/09041,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.0,"1,993.22","9,922,967.03",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,8.0,1993.22,9922967.03
,Invoice,2025-11-13,CR/INV/2526/09052,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,131.098,"32,663.56","9,955,630.59",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,131.098,32663.56,9955630.59
,Cash Sales,2025-11-13,CASH/INV/2425/02691,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,540.245,"134,603.77","10,090,234.36",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,540.245,134603.77,10090234.36
,Cash Sales,2025-11-13,CASH/INV/2425/02694,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,129.0,"32,140.74","10,122,375.10",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,129.0,32140.74,10122375.1
,Cash Sales,2025-11-13,CASH/INV/2425/02698,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1417.953,"353,287.28","10,475,662.38",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,1417.953,353287.28,10475662.38
,Cash Sales,2025-11-13,CASH/INV/2425/02703,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,155.902,"38,843.35","10,514,505.73",STATION_01,Petrol Tank 01,2025-11-13,PETROL_92,155.902,38843.35,10514505.73
,Invoice,2025-11-14,CR/INV/2526/09059,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,286.414,"71,361.02","10,585,866.74",STATION_01,Petrol Tank 01,2025-11-14,PETROL_92,286.414,71361.02,10585866.74
,Invoice,2025-11-14,CR/INV/2526/09060,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.558,"1,135.59","10,587,002.34",STATION_01,Petrol Tank 01,2025-11-14,PETROL_92,4.558,1135.59,10587002.34
,Invoice,2025-11-14,CR/INV/2526/09061,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.79,"1,442.59","10,588,444.93",STATION_01,Petrol Tank 01,2025-11-14,PETROL_92,5.79,1442.59,10588444.93
,Invoice,2025-11-14,CR/INV/2526/09062,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,6.47,"1,612.03","10,590,056.95",STATION_01,Petrol Tank 01,2025-11-14,PETROL_92,6.47,1612.03,10590056.95
,Invoice,2025-11-14,CR/INV/2526/09063,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,5.0,"1,245.76","10,591,302.72",STATION_01,Petrol Tank 01,2025-11-14,PETROL_92,5.0,1245.76,10591302.72
,Invoice,2025-11-14,CR/INV/2526/09072,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,158.163,"39,406.78","10,630,709.50",STATION_01,Petrol Tank 01,2025-11-14,PETROL_92,158.163,39406.78,10630709.5
,Cash Sales,2025-11-14,CASH/INV/2425/02707,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,808.768,"201,506.91","10,832,216.40",STATION_01,Petrol Tank 01,2025-11-14,PETROL_92,808.768,201506.91,10832216.4
,Cash Sales,2025-11-14,CASH/INV/2425/02712,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,445.837,"111,081.64","10,943,298.04",STATION_01,Petrol Tank 01,2025-11-14,PETROL_92,445.837,111081.64,10943298.04
,Invoice,2025-11-15,CR/INV/2526/09120,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,558.672,"139,194.92","11,082,492.96",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,558.672,139194.92,11082492.96
,Invoice,2025-11-15,CR/INV/2526/09121,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,49.32,"12,288.14","11,094,781.09",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,49.32,12288.14,11094781.09
,Invoice,2025-11-15,CR/INV/2526/09122,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,9.5,"2,366.95","11,097,148.04",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,9.5,2366.95,11097148.04
,Invoice,2025-11-15,CR/INV/2526/09123,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,29.94,"7,459.63","11,104,607.67",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,29.94,7459.63,11104607.67
,Invoice,2025-11-15,CR/INV/2526/09124,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,25.0,"6,228.81","11,110,836.48",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,25.0,6228.81,11110836.48
,Invoice,2025-11-15,CR/INV/2526/09125,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,4.0,996.61,"11,111,833.09",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,4.0,996.61,11111833.09
,Invoice,2025-11-15,CR/INV/2526/09142,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,433.907,"108,109.32","11,219,942.41",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,433.907,108109.32,11219942.41
,Cash Sales,2025-11-15,CASH/INV/2425/02723,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,33.0,"8,222.05","11,228,164.46",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,33.0,8222.05,11228164.46
,Cash Sales,2025-11-15,CASH/INV/2425/02726,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,411.568,"102,543.42","11,330,707.88",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,411.568,102543.42,11330707.88
,Cash Sales,2025-11-15,CASH/INV/2425/02729,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,176.0,"43,850.93","11,374,558.81",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,176.0,43850.93,11374558.81
,Cash Sales,2025-11-15,CASH/INV/2425/02735,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1530.093,"381,227.17","11,755,785.98",STATION_01,Petrol Tank 01,2025-11-15,PETROL_92,1530.093,381227.17,11755785.98
,Invoice,2025-11-16,CR/INV/2526/09144,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,594.594,"148,144.92","11,903,930.90",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,594.594,148144.92,11903930.9
,Invoice,2025-11-16,CR/INV/2526/09145,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,40.816,"10,169.49","11,914,100.39",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,40.816,10169.49,11914100.39
,Invoice,2025-11-16,CR/INV/2526/09156,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,336.877,"83,933.90","11,998,034.29",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,336.877,83933.9,11998034.29
,Invoice,2025-11-16,CR/INV/2526/09157,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,13.605,"3,389.83","12,001,424.12",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,13.605,3389.83,12001424.12
,Invoice,2025-11-16,CR/INV/2526/09158,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,27.211,"6,779.66","12,008,203.78",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,27.211,6779.66,12008203.78
,Invoice,2025-11-16,CR/INV/2526/09159,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,23.809,"5,932.20","12,014,135.98",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,23.809,5932.2,12014135.98
,Invoice,2025-11-16,CR/INV/2526/09160,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,17.007,"4,237.29","12,018,373.27",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,17.007,4237.29,12018373.27
,Cash Sales,2025-11-16,CASH/INV/2425/02737,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,146.59,"36,523.24","12,054,896.51",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,146.59,36523.24,12054896.51
,Cash Sales,2025-11-16,CASH/INV/2425/02744,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1412.491,"351,926.26","12,406,822.77",STATION_01,Petrol Tank 01,2025-11-16,PETROL_92,1412.491,351926.26,12406822.77
,Invoice,2025-11-17,CR/INV/2526/09171,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,517.788,"129,008.48","12,535,831.24",STATION_01,Petrol Tank 01,2025-11-17,PETROL_92,517.788,129008.48,12535831.24
,Invoice,2025-11-17,CR/INV/2526/09172,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,187.074,"46,610.17","12,582,441.41",STATION_01,Petrol Tank 01,2025-11-17,PETROL_92,187.074,46610.17,12582441.41
,Invoice,2025-11-17,CR/INV/2526/09173,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,34.66,"8,635.63","12,591,077.04",STATION_01,Petrol Tank 01,2025-11-17,PETROL_92,34.66,8635.63,12591077.04
,Invoice,2025-11-17,CR/INV/2526/09174,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,7.5,"1,868.64","12,592,945.68",STATION_01,Petrol Tank 01,2025-11-17,PETROL_92,7.5,1868.64,12592945.68
